nohup: 忽略输入
================================================================================
CUDA Information
================================================================================
CUDA Available: True
PyTorch Version: 2.4.1
CUDA Version: 11.8
cuDNN Version: 91001
Number of GPUs: 1

GPU 0: NVIDIA L20-8Q
  Memory Allocated: 0.00 GB
  Memory Reserved: 0.00 GB
  Memory Total: 8.36 GB

CUDA optimizations enabled:
  - cuDNN auto-tuner: enabled
  - CUDA mixed precision: ready for use
================================================================================

Loading config from se_e2_a/input_torch.json
Loading training data from: ['se_e2_a/../collect/data0']
Loaded 1458 frames, 192 atoms per frame
Atom types distribution: [ 64 128]
Verbose: first batch shapes → positions=(8, 192, 3), atom_types=(8, 192), box=(8, 3, 3), target_energy=(8, 1), target_forces=(8, 192, 3))
Creating DeepMD model...
Model Parameters: 514661 (trainable: 514661)
Using device: cuda
Starting training for 100000 steps...
Batch size: 8, Dataset size: 1458
Number of workers: 8

Step     10 | batch_size= 8 | lr=9.82e-04 | loss=3.741377e+03 | e_loss=1.865931e+05 | f_loss=1.339806e+00 | pref_e=0.020 pref_f=999.910 | ETA 12.9h | speed 2.16 step/s (window 2.16) | GPU mem 25/182 MiB | util 24% | grad_norm 1.56e+00
Step     20 | batch_size= 8 | lr=9.62e-04 | loss=2.674859e+02 | e_loss=1.292478e+04 | f_loss=1.400735e+00 | pref_e=0.020 pref_f=999.810 | ETA 12.6h | speed 2.21 step/s (window 2.28) | GPU mem 24/182 MiB | util 23% | grad_norm 1.47e+00
Step     30 | batch_size= 8 | lr=9.42e-04 | loss=3.700845e+01 | e_loss=1.601034e+03 | f_loss=8.872297e-01 | pref_e=0.020 pref_f=999.710 | ETA 12.5h | speed 2.23 step/s (window 2.31) | GPU mem 25/182 MiB | util 23% | grad_norm 1.44e+00
Step     40 | batch_size= 8 | lr=9.23e-04 | loss=1.351534e+01 | e_loss=2.275934e+02 | f_loss=1.706820e+00 | pref_e=0.020 pref_f=999.610 | ETA 12.5h | speed 2.23 step/s (window 2.25) | GPU mem 25/182 MiB | util 23% | grad_norm 1.42e+00
Step     50 | batch_size= 8 | lr=9.04e-04 | loss=9.742456e+00 | e_loss=1.482140e+02 | f_loss=1.289864e+00 | pref_e=0.020 pref_f=999.510 | ETA 12.4h | speed 2.24 step/s (window 2.30) | GPU mem 24/182 MiB | util 24% | grad_norm 1.41e+00
Step     60 | batch_size= 8 | lr=8.86e-04 | loss=1.931235e+01 | e_loss=3.611789e+02 | f_loss=2.284657e+00 | pref_e=0.021 pref_f=999.411 | ETA 12.4h | speed 2.24 step/s (window 2.28) | GPU mem 25/182 MiB | util 23% | grad_norm 1.40e+00
Step     70 | batch_size= 8 | lr=8.68e-04 | loss=1.965470e+01 | e_loss=5.903376e+02 | f_loss=1.435225e+00 | pref_e=0.021 pref_f=999.311 | ETA 12.4h | speed 2.25 step/s (window 2.31) | GPU mem 25/182 MiB | util 24% | grad_norm 1.39e+00
Step     80 | batch_size= 8 | lr=8.50e-04 | loss=3.160977e+01 | e_loss=9.612424e+02 | f_loss=2.245981e+00 | pref_e=0.021 pref_f=999.211 | ETA 12.3h | speed 2.26 step/s (window 2.34) | GPU mem 25/182 MiB | util 24% | grad_norm 1.38e+00
Step     90 | batch_size= 8 | lr=8.33e-04 | loss=2.264494e+01 | e_loss=7.743682e+02 | f_loss=1.256428e+00 | pref_e=0.021 pref_f=999.111 | ETA 12.3h | speed 2.26 step/s (window 2.31) | GPU mem 25/182 MiB | util 23% | grad_norm 1.37e+00
Step    100 | batch_size= 8 | lr=8.16e-04 | loss=7.166640e+00 | e_loss=1.009595e+02 | f_loss=9.712666e-01 | pref_e=0.021 pref_f=999.011 | ETA 12.3h | speed 2.26 step/s (window 2.32) | GPU mem 25/182 MiB | util 24% | grad_norm 1.36e+00
Step    110 | batch_size= 8 | lr=8.00e-04 | loss=1.306901e+01 | e_loss=2.015490e+02 | f_loss=1.697527e+00 | pref_e=0.021 pref_f=998.911 | ETA 12.3h | speed 2.26 step/s (window 2.25) | GPU mem 24/182 MiB | util 23% | grad_norm 1.35e+00
Step    120 | batch_size= 8 | lr=7.83e-04 | loss=1.756585e+01 | e_loss=5.116747e+02 | f_loss=1.297015e+00 | pref_e=0.021 pref_f=998.811 | ETA 12.3h | speed 2.26 step/s (window 2.27) | GPU mem 24/182 MiB | util 23% | grad_norm 1.34e+00
Step    130 | batch_size= 8 | lr=7.67e-04 | loss=1.372989e+01 | e_loss=3.849730e+02 | f_loss=1.068686e+00 | pref_e=0.021 pref_f=998.711 | ETA 12.3h | speed 2.26 step/s (window 2.32) | GPU mem 25/182 MiB | util 24% | grad_norm 1.34e+00
Step    140 | batch_size= 8 | lr=7.52e-04 | loss=1.873306e+01 | e_loss=3.820332e+02 | f_loss=2.036204e+00 | pref_e=0.021 pref_f=998.611 | ETA 12.3h | speed 2.26 step/s (window 2.30) | GPU mem 25/182 MiB | util 23% | grad_norm 1.33e+00
Step    150 | batch_size= 8 | lr=7.37e-04 | loss=7.474191e+00 | e_loss=8.878872e+01 | f_loss=1.071575e+00 | pref_e=0.021 pref_f=998.511 | ETA 12.3h | speed 2.26 step/s (window 2.32) | GPU mem 25/182 MiB | util 24% | grad_norm 1.32e+00
Step    160 | batch_size= 8 | lr=7.22e-04 | loss=1.088951e+01 | e_loss=1.136677e+02 | f_loss=1.623644e+00 | pref_e=0.022 pref_f=998.412 | ETA 12.2h | speed 2.26 step/s (window 2.32) | GPU mem 25/182 MiB | util 24% | grad_norm 1.32e+00
Step    170 | batch_size= 8 | lr=7.07e-04 | loss=1.210674e+01 | e_loss=1.242207e+02 | f_loss=1.811745e+00 | pref_e=0.022 pref_f=998.312 | ETA 12.2h | speed 2.26 step/s (window 2.29) | GPU mem 25/182 MiB | util 23% | grad_norm 1.32e+00
Step    180 | batch_size= 8 | lr=6.93e-04 | loss=1.361817e+01 | e_loss=1.304776e+02 | f_loss=2.074093e+00 | pref_e=0.022 pref_f=998.212 | ETA 12.3h | speed 2.26 step/s (window 2.24) | GPU mem 25/182 MiB | util 23% | grad_norm 1.31e+00
Step    190 | batch_size= 8 | lr=6.79e-04 | loss=1.377682e+01 | e_loss=3.265026e+02 | f_loss=1.281230e+00 | pref_e=0.022 pref_f=998.112 | ETA 12.2h | speed 2.26 step/s (window 2.33) | GPU mem 25/182 MiB | util 24% | grad_norm 1.31e+00
Step    200 | batch_size= 8 | lr=6.65e-04 | loss=9.989553e+00 | e_loss=2.329520e+02 | f_loss=9.402371e-01 | pref_e=0.022 pref_f=998.012 | ETA 12.2h | speed 2.27 step/s (window 2.36) | GPU mem 24/182 MiB | util 24% | grad_norm 1.30e+00
Step    210 | batch_size= 8 | lr=6.51e-04 | loss=8.450381e+00 | e_loss=3.009602e+01 | f_loss=1.498335e+00 | pref_e=0.022 pref_f=997.912 | ETA 12.2h | speed 2.27 step/s (window 2.35) | GPU mem 25/182 MiB | util 24% | grad_norm 1.30e+00
Step    220 | batch_size= 8 | lr=6.38e-04 | loss=1.324602e+01 | e_loss=2.704499e+02 | f_loss=1.398504e+00 | pref_e=0.022 pref_f=997.812 | ETA 12.2h | speed 2.27 step/s (window 2.29) | GPU mem 25/182 MiB | util 23% | grad_norm 1.30e+00
Step    230 | batch_size= 8 | lr=6.25e-04 | loss=1.249758e+01 | e_loss=2.950351e+02 | f_loss=1.143414e+00 | pref_e=0.022 pref_f=997.712 | ETA 12.2h | speed 2.27 step/s (window 2.27) | GPU mem 25/182 MiB | util 23% | grad_norm 1.29e+00
Step    240 | batch_size= 8 | lr=6.12e-04 | loss=2.749551e+01 | e_loss=6.502979e+02 | f_loss=2.499776e+00 | pref_e=0.022 pref_f=997.612 | ETA 12.2h | speed 2.27 step/s (window 2.33) | GPU mem 25/182 MiB | util 24% | grad_norm 1.28e+00
Step    250 | batch_size= 8 | lr=6.00e-04 | loss=4.023926e+01 | e_loss=1.426634e+03 | f_loss=1.592232e+00 | pref_e=0.022 pref_f=997.512 | ETA 12.2h | speed 2.27 step/s (window 2.27) | GPU mem 25/182 MiB | util 23% | grad_norm 1.27e+00
Step    260 | batch_size= 8 | lr=5.88e-04 | loss=1.433117e+01 | e_loss=2.491433e+02 | f_loss=1.680334e+00 | pref_e=0.023 pref_f=997.413 | ETA 12.2h | speed 2.27 step/s (window 2.27) | GPU mem 24/182 MiB | util 23% | grad_norm 1.26e+00
Step    270 | batch_size= 8 | lr=5.76e-04 | loss=9.566705e+00 | e_loss=1.288444e+02 | f_loss=1.281993e+00 | pref_e=0.023 pref_f=997.313 | ETA 12.2h | speed 2.27 step/s (window 2.32) | GPU mem 25/182 MiB | util 24% | grad_norm 1.25e+00
Step    280 | batch_size= 8 | lr=5.64e-04 | loss=5.540776e+00 | e_loss=3.866982e+01 | f_loss=8.980174e-01 | pref_e=0.023 pref_f=997.213 | ETA 12.2h | speed 2.27 step/s (window 2.32) | GPU mem 25/182 MiB | util 24% | grad_norm 1.25e+00
Step    290 | batch_size= 8 | lr=5.53e-04 | loss=8.504317e+00 | e_loss=4.212339e+01 | f_loss=1.452623e+00 | pref_e=0.023 pref_f=997.113 | ETA 12.2h | speed 2.27 step/s (window 2.29) | GPU mem 25/182 MiB | util 23% | grad_norm 1.25e+00
Step    300 | batch_size= 8 | lr=5.42e-04 | loss=7.874369e+00 | e_loss=4.479105e+01 | f_loss=1.319053e+00 | pref_e=0.023 pref_f=997.013 | ETA 12.2h | speed 2.27 step/s (window 2.28) | GPU mem 24/182 MiB | util 23% | grad_norm 1.25e+00
Step    310 | batch_size= 8 | lr=5.31e-04 | loss=5.044619e+00 | e_loss=3.866119e+01 | f_loss=8.002523e-01 | pref_e=0.023 pref_f=996.913 | ETA 12.2h | speed 2.27 step/s (window 2.27) | GPU mem 25/182 MiB | util 23% | grad_norm 1.25e+00
Step    320 | batch_size= 8 | lr=5.20e-04 | loss=1.077857e+01 | e_loss=1.841253e+02 | f_loss=1.257375e+00 | pref_e=0.023 pref_f=996.813 | ETA 12.2h | speed 2.27 step/s (window 2.28) | GPU mem 25/182 MiB | util 23% | grad_norm 1.24e+00
Step    330 | batch_size= 8 | lr=5.09e-04 | loss=5.019638e+00 | e_loss=3.131970e+01 | f_loss=8.270172e-01 | pref_e=0.023 pref_f=996.713 | ETA 12.2h | speed 2.27 step/s (window 2.23) | GPU mem 24/182 MiB | util 23% | grad_norm 1.24e+00
Step    340 | batch_size= 8 | lr=4.99e-04 | loss=1.171461e+01 | e_loss=6.774633e+01 | f_loss=1.952832e+00 | pref_e=0.023 pref_f=996.613 | ETA 12.2h | speed 2.26 step/s (window 2.25) | GPU mem 25/182 MiB | util 23% | grad_norm 1.24e+00
