nohup: 忽略输入
Starting optimized DeepMD training v3...
================================================================================
CUDA OPTIMIZATION CONFIGURATION
================================================================================
CUDA Available: True
PyTorch Version: 2.4.1
CUDA Version: 11.8
cuDNN Version: 91001
Number of GPUs: 1
cuDNN benchmark: ENABLED (faster conv/attn kernels)
TF32 tensor operations: ENABLED (safe for training)

GPU 0: NVIDIA L20-8Q
  Compute Capability: 8.9
  Total Memory: 8.36 GB

================================================================================
TRAINING CONFIGURATION (V3)
================================================================================
Training data: ['collect/O64H128']
Batch size: 4
Num workers: 4
Grad accumulation steps: 1
Total steps: 100000
pin_memory: True, persistent_workers: True, non_blocking: True
Loaded 1823 frames, 192 atoms per frame
Atom types distribution: [ 64 128]
Dataset: 1823 frames, 192 atoms per frame
DataLoader: 456 batches per epoch

Creating model...
Model parameters: 514,661
Device: cuda

================================================================================
Training for 100000 steps...
================================================================================

[Epoch 1]
Step   5900 (update=  5900) | lr=3.510e-08 | loss=516.7003 | e_rmse=7.2317 f_rmse=0.7381 f_ema=0.8845 | 2.47 step/s | ETA: 10.6h
Step   6000 (update=  6000) | lr=3.510e-08 | loss=530.9843 | e_rmse=7.2155 f_rmse=0.7486 f_ema=0.8678 | 2.47 step/s | ETA: 10.6h
Step   6100 (update=  6100) | lr=3.510e-08 | loss=449.6570 | e_rmse=7.2136 f_rmse=0.6888 f_ema=0.8816 | 2.47 step/s | ETA: 10.6h
Step   6200 (update=  6200) | lr=3.510e-08 | loss=2211.5374 | e_rmse=7.1720 f_rmse=1.5340 f_ema=0.9022 | 2.47 step/s | ETA: 10.6h
Step   6300 (update=  6300) | lr=3.510e-08 | loss=1212.2604 | e_rmse=7.2021 f_rmse=1.1354 f_ema=0.8933 | 2.47 step/s | ETA: 10.5h
Step   6400 (update=  6400) | lr=3.510e-08 | loss=1002.1019 | e_rmse=7.1861 f_rmse=1.0325 f_ema=0.8836 | 2.47 step/s | ETA: 10.5h
Step   6500 (update=  6500) | lr=3.510e-08 | loss=381.0268 | e_rmse=7.2232 f_rmse=0.6347 f_ema=0.8687 | 2.47 step/s | ETA: 10.5h
Step   6600 (update=  6600) | lr=3.510e-08 | loss=1292.4703 | e_rmse=7.1933 f_rmse=1.1743 f_ema=0.8705 | 2.47 step/s | ETA: 10.5h
Step   6700 (update=  6700) | lr=3.510e-08 | loss=2196.8428 | e_rmse=7.1709 f_rmse=1.5329 f_ema=0.9092 | 2.47 step/s | ETA: 10.5h
Step   6800 (update=  6800) | lr=3.510e-08 | loss=547.2130 | e_rmse=7.2129 f_rmse=0.7631 f_ema=0.8941 | 2.47 step/s | ETA: 10.5h
Step   6900 (update=  6900) | lr=3.510e-08 | loss=902.6222 | e_rmse=7.2033 f_rmse=0.9821 f_ema=0.8858 | 2.47 step/s | ETA: 10.5h
Step   7000 (update=  7000) | lr=3.510e-08 | loss=982.8678 | e_rmse=7.2078 f_rmse=1.0256 f_ema=0.9430 | 2.47 step/s | ETA: 10.5h
Step   7100 (update=  7100) | lr=3.510e-08 | loss=445.8461 | e_rmse=7.2250 f_rmse=0.6891 f_ema=0.9250 | 2.47 step/s | ETA: 10.5h
Step   7200 (update=  7200) | lr=3.510e-08 | loss=539.2498 | e_rmse=7.2027 f_rmse=0.7589 f_ema=0.8831 | 2.47 step/s | ETA: 10.5h

[Epoch 5]
Step   7300 (update=  7300) | lr=3.510e-08 | loss=552.3439 | e_rmse=7.2144 f_rmse=0.7685 f_ema=0.8614 | 2.47 step/s | ETA: 10.4h
Step   7400 (update=  7400) | lr=3.510e-08 | loss=427.8134 | e_rmse=7.2221 f_rmse=0.6758 f_ema=0.8626 | 2.47 step/s | ETA: 10.4h
Step   7500 (update=  7500) | lr=3.510e-08 | loss=497.3940 | e_rmse=7.2144 f_rmse=0.7297 f_ema=0.8527 | 2.47 step/s | ETA: 10.4h
Step   7600 (update=  7600) | lr=3.510e-08 | loss=1852.2804 | e_rmse=7.1867 f_rmse=1.4139 f_ema=0.8853 | 2.47 step/s | ETA: 10.4h
Step   7700 (update=  7700) | lr=3.510e-08 | loss=456.0522 | e_rmse=7.2129 f_rmse=0.6991 f_ema=0.8740 | 2.47 step/s | ETA: 10.4h
Step   7800 (update=  7800) | lr=3.510e-08 | loss=1450.9840 | e_rmse=7.1828 f_rmse=1.2523 f_ema=0.8758 | 2.47 step/s | ETA: 10.4h
Step   7900 (update=  7900) | lr=3.510e-08 | loss=491.4377 | e_rmse=7.2058 f_rmse=0.7267 f_ema=0.8901 | 2.47 step/s | ETA: 10.4h
Step   8000 (update=  8000) | lr=3.510e-08 | loss=626.7432 | e_rmse=7.2386 f_rmse=0.8219 f_ema=0.8885 | 2.47 step/s | ETA: 10.4h
Step   8100 (update=  8100) | lr=3.510e-08 | loss=937.5207 | e_rmse=7.2014 f_rmse=1.0072 f_ema=0.8977 | 2.47 step/s | ETA: 10.4h
Step   8200 (update=  8200) | lr=3.510e-08 | loss=704.8920 | e_rmse=7.2353 f_rmse=0.8730 f_ema=0.8901 | 2.47 step/s | ETA: 10.3h
Step   8300 (update=  8300) | lr=3.510e-08 | loss=507.5229 | e_rmse=7.2138 f_rmse=0.7400 f_ema=0.8986 | 2.47 step/s | ETA: 10.3h
Step   8400 (update=  8400) | lr=3.510e-08 | loss=333.4703 | e_rmse=7.2182 f_rmse=0.5985 f_ema=0.8929 | 2.46 step/s | ETA: 10.3h
Step   8500 (update=  8500) | lr=3.510e-08 | loss=674.4376 | e_rmse=7.2041 f_rmse=0.8551 f_ema=0.8826 | 2.46 step/s | ETA: 10.3h
Step   8600 (update=  8600) | lr=3.510e-08 | loss=964.9186 | e_rmse=7.1894 f_rmse=1.0246 f_ema=0.8761 | 2.46 step/s | ETA: 10.3h
Step   8700 (update=  8700) | lr=3.510e-08 | loss=419.9355 | e_rmse=7.2206 f_rmse=0.6737 f_ema=0.8880 | 2.46 step/s | ETA: 10.3h
Step   8800 (update=  8800) | lr=3.510e-08 | loss=432.6110 | e_rmse=7.2178 f_rmse=0.6843 f_ema=0.9172 | 2.46 step/s | ETA: 10.3h
Step   8900 (update=  8900) | lr=3.510e-08 | loss=995.7036 | e_rmse=7.2059 f_rmse=1.0425 f_ema=0.9098 | 2.46 step/s | ETA: 10.3h
Step   9000 (update=  9000) | lr=3.510e-08 | loss=470.4257 | e_rmse=7.2137 f_rmse=0.7146 f_ema=0.8953 | 2.46 step/s | ETA: 10.3h
Step   9100 (update=  9100) | lr=3.510e-08 | loss=820.9579 | e_rmse=7.2490 f_rmse=0.9470 f_ema=0.8751 | 2.46 step/s | ETA: 10.2h

[Epoch 6]
Step   9200 (update=  9200) | lr=3.510e-08 | loss=448.6233 | e_rmse=7.2134 f_rmse=0.6984 f_ema=0.8558 | 2.46 step/s | ETA: 10.2h
Step   9300 (update=  9300) | lr=3.510e-08 | loss=458.8261 | e_rmse=7.1966 f_rmse=0.7067 f_ema=0.8916 | 2.46 step/s | ETA: 10.2h
Step   9400 (update=  9400) | lr=3.510e-08 | loss=586.8198 | e_rmse=7.2110 f_rmse=0.8008 f_ema=0.8585 | 2.46 step/s | ETA: 10.2h
Step   9500 (update=  9500) | lr=3.510e-08 | loss=518.4064 | e_rmse=7.2145 f_rmse=0.7525 f_ema=0.8942 | 2.46 step/s | ETA: 10.2h
Step   9600 (update=  9600) | lr=3.510e-08 | loss=317.1503 | e_rmse=7.2149 f_rmse=0.5867 f_ema=0.9113 | 2.46 step/s | ETA: 10.2h
Step   9700 (update=  9700) | lr=3.510e-08 | loss=459.1408 | e_rmse=7.2063 f_rmse=0.7084 f_ema=0.8651 | 2.46 step/s | ETA: 10.2h
Step   9800 (update=  9800) | lr=3.510e-08 | loss=605.6664 | e_rmse=7.1979 f_rmse=0.8153 f_ema=0.8699 | 2.46 step/s | ETA: 10.2h
Step   9900 (update=  9900) | lr=3.510e-08 | loss=612.9907 | e_rmse=7.1903 f_rmse=0.8207 f_ema=0.8876 | 2.46 step/s | ETA: 10.2h
Step  10000 (update= 10000) | lr=3.510e-08 | loss=421.4722 | e_rmse=7.2004 f_rmse=0.6793 f_ema=0.8948 | 2.46 step/s | ETA: 10.1h
  Checkpoint saved: checkpoints_optimized_v3_human/model_step10000.pt
Step  10100 (update= 10100) | lr=3.510e-08 | loss=488.5135 | e_rmse=7.1891 f_rmse=0.7325 f_ema=0.8836 | 2.46 step/s | ETA: 10.1h
Step  10200 (update= 10200) | lr=3.510e-08 | loss=726.4209 | e_rmse=7.1885 f_rmse=0.8955 f_ema=0.8735 | 2.46 step/s | ETA: 10.1h
Step  10300 (update= 10300) | lr=3.510e-08 | loss=371.1978 | e_rmse=7.2215 f_rmse=0.6378 f_ema=0.8759 | 2.46 step/s | ETA: 10.1h
Step  10400 (update= 10400) | lr=3.510e-08 | loss=1577.2008 | e_rmse=7.1913 f_rmse=1.3240 f_ema=0.8989 | 2.46 step/s | ETA: 10.1h
Step  10500 (update= 10500) | lr=3.510e-08 | loss=1514.6672 | e_rmse=7.1854 f_rmse=1.2981 f_ema=0.9161 | 2.46 step/s | ETA: 10.1h
