step,lr,e_loss,f_loss,f_rmse,pref_f
1,9.998000e-05,8.753340e+05,7.160100e-01,8.462000e-01,1.000000e+02
2,9.995000e-05,8.411200e+05,5.161760e+00,2.272000e+00,1.000000e+02
3,9.993000e-05,8.745630e+05,7.737160e-01,8.796000e-01,1.000000e+02
4,9.991000e-05,8.614480e+05,4.006310e+00,2.001600e+00,1.000000e+02
5,9.988000e-05,8.681390e+05,7.444110e-01,8.628000e-01,1.000000e+02
6,9.986000e-05,8.617130e+05,4.928440e-01,7.020000e-01,1.000000e+02
7,9.984000e-05,8.497260e+05,1.767510e+00,1.329500e+00,9.999000e+01
8,9.982000e-05,8.679220e+05,1.016250e+00,1.008100e+00,9.999000e+01
9,9.979000e-05,8.256480e+05,5.436110e+00,2.331500e+00,9.999000e+01
10,9.977000e-05,8.551640e+05,7.704870e-01,8.778000e-01,9.999000e+01
11,9.975000e-05,8.584420e+05,5.626090e-01,7.501000e-01,9.999000e+01
12,9.972000e-05,8.568320e+05,6.091820e-01,7.805000e-01,9.999000e+01
13,9.970000e-05,8.520610e+05,5.086150e-01,7.132000e-01,9.999000e+01
14,9.968000e-05,8.410900e+05,6.958390e-01,8.342000e-01,9.999000e+01
15,9.966000e-05,8.498490e+05,1.009860e+00,1.004900e+00,9.999000e+01
16,9.963000e-05,8.466730e+05,1.067410e+00,1.033200e+00,9.999000e+01
17,9.961000e-05,8.333790e+05,7.240640e-01,8.509000e-01,9.999000e+01
18,9.959000e-05,8.239970e+05,4.167490e+00,2.041400e+00,9.999000e+01
19,9.956000e-05,8.138980e+05,3.936790e+00,1.984100e+00,9.998000e+01
20,9.954000e-05,8.037100e+05,5.551010e+00,2.356100e+00,9.998000e+01
21,9.952000e-05,8.103120e+05,2.106500e+00,1.451400e+00,9.998000e+01
22,9.949000e-05,8.244440e+05,4.978380e-01,7.056000e-01,9.998000e+01
23,9.947000e-05,8.225040e+05,8.798950e-01,9.380000e-01,9.998000e+01
24,9.945000e-05,8.155930e+05,4.008850e+00,2.002200e+00,9.998000e+01
25,9.943000e-05,8.005790e+05,1.515260e+00,1.231000e+00,9.998000e+01
26,9.940000e-05,8.144620e+05,6.889450e-01,8.300000e-01,9.998000e+01
27,9.938000e-05,8.184640e+05,7.558010e-01,8.694000e-01,9.998000e+01
28,9.936000e-05,8.201880e+05,4.750510e-01,6.892000e-01,9.998000e+01
29,9.933000e-05,8.031840e+05,5.909580e-01,7.687000e-01,9.998000e+01
30,9.931000e-05,8.005110e+05,6.102870e-01,7.812000e-01,9.998000e+01
31,9.929000e-05,8.001100e+05,8.470970e-01,9.204000e-01,9.998000e+01
32,9.927000e-05,7.720190e+05,4.970900e+00,2.229600e+00,9.997000e+01
33,9.924000e-05,7.922880e+05,8.776160e-01,9.368000e-01,9.997000e+01
34,9.922000e-05,7.838770e+05,8.063160e-01,8.980000e-01,9.997000e+01
35,9.920000e-05,7.930900e+05,5.104080e-01,7.144000e-01,9.997000e+01
36,9.917000e-05,7.877970e+05,6.270020e-01,7.918000e-01,9.997000e+01
37,9.915000e-05,7.763070e+05,4.928510e-01,7.020000e-01,9.997000e+01
38,9.913000e-05,7.641860e+05,1.358530e+00,1.165600e+00,9.997000e+01
39,9.911000e-05,7.555650e+05,2.387160e+00,1.545000e+00,9.997000e+01
40,9.908000e-05,7.565580e+05,2.218420e+00,1.489400e+00,9.997000e+01
41,9.906000e-05,7.551560e+05,6.872020e-01,8.290000e-01,9.997000e+01
42,9.904000e-05,7.540670e+05,1.192640e+00,1.092100e+00,9.997000e+01
43,9.901000e-05,7.564180e+05,6.623510e-01,8.138000e-01,9.997000e+01
44,9.899000e-05,7.528410e+05,4.540310e-01,6.738000e-01,9.996000e+01
45,9.897000e-05,7.066090e+05,4.621130e+00,2.149700e+00,9.996000e+01
46,9.895000e-05,7.353060e+05,8.076400e-01,8.987000e-01,9.996000e+01
47,9.892000e-05,7.386900e+05,8.757300e-01,9.358000e-01,9.996000e+01
48,9.890000e-05,7.045170e+05,5.575820e+00,2.361300e+00,9.996000e+01
49,9.888000e-05,7.091740e+05,6.689360e-01,8.179000e-01,9.996000e+01
50,9.886000e-05,7.076330e+05,4.346250e-01,6.593000e-01,9.996000e+01
51,9.883000e-05,7.152380e+05,6.383490e-01,7.990000e-01,9.996000e+01
52,9.881000e-05,7.173770e+05,1.050280e+00,1.024800e+00,9.996000e+01
53,9.879000e-05,6.868280e+05,6.246650e-01,7.904000e-01,9.996000e+01
54,9.876000e-05,6.836180e+05,6.694200e-01,8.182000e-01,9.996000e+01
55,9.874000e-05,6.911460e+05,5.520970e-01,7.430000e-01,9.996000e+01
56,9.872000e-05,6.867110e+05,1.346030e+00,1.160200e+00,9.996000e+01
57,9.870000e-05,6.589930e+05,9.723490e-01,9.861000e-01,9.995000e+01
58,9.867000e-05,6.432910e+05,5.182810e+00,2.276600e+00,9.995000e+01
59,9.865000e-05,6.560590e+05,5.280170e-01,7.266000e-01,9.995000e+01
60,9.863000e-05,6.700540e+05,5.413760e-01,7.358000e-01,9.995000e+01
61,9.861000e-05,6.318710e+05,1.478610e+00,1.216000e+00,9.995000e+01
62,9.858000e-05,6.273620e+05,1.852230e+00,1.361000e+00,9.995000e+01
63,9.856000e-05,6.482360e+05,8.709620e-01,9.333000e-01,9.995000e+01
64,9.854000e-05,6.348100e+05,2.614650e+00,1.617000e+00,9.995000e+01
65,9.851000e-05,6.140620e+05,6.576810e-01,8.110000e-01,9.995000e+01
66,9.849000e-05,5.984400e+05,4.177810e-01,6.464000e-01,9.995000e+01
67,9.847000e-05,5.987290e+05,1.660190e+00,1.288500e+00,9.995000e+01
68,9.845000e-05,5.830640e+05,5.048820e+00,2.247000e+00,9.995000e+01
69,9.842000e-05,5.852380e+05,8.576570e-01,9.261000e-01,9.994000e+01
70,9.840000e-05,5.845760e+05,4.711660e-01,6.864000e-01,9.994000e+01
71,9.838000e-05,5.586870e+05,2.442950e+00,1.563000e+00,9.994000e+01
72,9.836000e-05,5.846060e+05,8.352850e-01,9.139000e-01,9.994000e+01
73,9.833000e-05,5.390030e+05,2.219090e+00,1.489700e+00,9.994000e+01
74,9.831000e-05,5.418690e+05,5.532000e-01,7.438000e-01,9.994000e+01
75,9.829000e-05,5.600410e+05,4.353920e-01,6.598000e-01,9.994000e+01
76,9.827000e-05,5.343610e+05,6.858290e-01,8.281000e-01,9.994000e+01
77,9.824000e-05,4.912850e+05,6.548650e-01,8.092000e-01,9.994000e+01
78,9.822000e-05,5.046590e+05,4.516480e-01,6.720000e-01,9.994000e+01
79,9.820000e-05,5.011540e+05,6.830120e-01,8.264000e-01,9.994000e+01
80,9.817000e-05,5.072320e+05,5.786520e-01,7.607000e-01,9.994000e+01
81,9.815000e-05,4.672530e+05,2.798450e+00,1.672900e+00,9.994000e+01
82,9.813000e-05,4.615650e+05,7.864090e-01,8.868000e-01,9.993000e+01
83,9.811000e-05,4.752000e+05,8.219060e-01,9.066000e-01,9.993000e+01
84,9.808000e-05,4.613130e+05,5.556860e-01,7.454000e-01,9.993000e+01
85,9.806000e-05,4.226030e+05,7.767130e-01,8.813000e-01,9.993000e+01
86,9.804000e-05,4.036590e+05,1.236680e+00,1.112100e+00,9.993000e+01
87,9.802000e-05,4.070050e+05,7.681130e-01,8.764000e-01,9.993000e+01
88,9.799000e-05,4.176560e+05,7.715020e-01,8.784000e-01,9.993000e+01
89,9.797000e-05,3.734600e+05,8.666350e-01,9.309000e-01,9.993000e+01
90,9.795000e-05,3.774860e+05,2.720380e+00,1.649400e+00,9.993000e+01
91,9.793000e-05,3.717130e+05,9.258260e-01,9.622000e-01,9.993000e+01
92,9.790000e-05,3.774770e+05,7.106200e-01,8.430000e-01,9.993000e+01
93,9.788000e-05,3.348080e+05,2.896140e+00,1.701800e+00,9.993000e+01
94,9.786000e-05,3.585450e+05,1.334060e+00,1.155000e+00,9.992000e+01
95,9.784000e-05,3.116790e+05,3.436870e+00,1.853900e+00,9.992000e+01
96,9.781000e-05,3.444840e+05,1.588360e+00,1.260300e+00,9.992000e+01
97,9.779000e-05,2.608560e+05,9.190440e-01,9.587000e-01,9.992000e+01
98,9.777000e-05,2.559290e+05,5.911030e+00,2.431300e+00,9.992000e+01
99,9.775000e-05,2.820200e+05,7.025990e-01,8.382000e-01,9.992000e+01
100,9.772000e-05,2.655030e+05,4.422950e+00,2.103100e+00,9.992000e+01
101,9.770000e-05,2.317890e+05,4.544090e+00,2.131700e+00,9.992000e+01
102,9.768000e-05,2.088470e+05,5.980380e+00,2.445500e+00,9.992000e+01
103,9.766000e-05,2.375490e+05,7.349190e-01,8.573000e-01,9.992000e+01
104,9.763000e-05,2.124630e+05,4.463370e+00,2.112700e+00,9.992000e+01
105,9.761000e-05,1.854080e+05,3.709890e+00,1.926100e+00,9.992000e+01
106,9.759000e-05,1.731660e+05,1.790290e+00,1.338000e+00,9.992000e+01
107,9.757000e-05,2.014140e+05,9.519560e-01,9.757000e-01,9.991000e+01
108,9.754000e-05,1.835050e+05,1.651450e+00,1.285100e+00,9.991000e+01
109,9.752000e-05,1.410180e+05,1.804810e+00,1.343400e+00,9.991000e+01
110,9.750000e-05,1.488770e+05,9.047190e-01,9.512000e-01,9.991000e+01
111,9.748000e-05,1.401890e+05,9.264740e-01,9.625000e-01,9.991000e+01
112,9.745000e-05,1.286400e+05,4.514710e+00,2.124800e+00,9.991000e+01
113,9.743000e-05,9.144770e+04,1.892800e+00,1.375800e+00,9.991000e+01
114,9.741000e-05,8.952980e+04,1.145080e+00,1.070100e+00,9.991000e+01
115,9.739000e-05,9.412160e+04,1.451430e+00,1.204800e+00,9.991000e+01
116,9.736000e-05,1.008900e+05,8.575340e-01,9.260000e-01,9.991000e+01
117,9.734000e-05,4.849500e+04,3.673420e+00,1.916600e+00,9.991000e+01
118,9.732000e-05,5.333710e+04,1.724010e+00,1.313000e+00,9.991000e+01
119,9.730000e-05,4.565310e+04,1.234920e+00,1.111300e+00,9.990000e+01
120,9.727000e-05,4.000940e+04,1.185900e+00,1.089000e+00,9.990000e+01
121,9.725000e-05,2.623060e+04,2.628370e+00,1.621200e+00,9.990000e+01
122,9.723000e-05,1.437000e+04,6.427750e+00,2.535300e+00,9.990000e+01
123,9.721000e-05,4.193430e+04,1.040350e+00,1.020000e+00,9.990000e+01
124,9.719000e-05,2.315260e+04,4.830910e+00,2.197900e+00,9.990000e+01
125,9.716000e-05,7.598610e+03,1.554380e+00,1.246700e+00,9.990000e+01
126,9.714000e-05,7.075730e+03,2.714660e+00,1.647600e+00,9.990000e+01
127,9.712000e-05,1.134500e+04,3.553910e+00,1.885200e+00,9.990000e+01
128,9.710000e-05,7.526430e+03,1.415130e+00,1.189600e+00,9.990000e+01
129,9.707000e-05,2.004400e+01,2.408210e+00,1.551800e+00,9.990000e+01
130,9.705000e-05,3.718290e+01,1.292180e+00,1.136700e+00,9.990000e+01
131,9.703000e-05,1.248090e+03,1.602130e+00,1.265800e+00,9.990000e+01
132,9.701000e-05,1.114790e+03,1.393900e+00,1.180600e+00,9.989000e+01
133,9.698000e-05,1.315130e+04,3.859380e+00,1.964500e+00,9.989000e+01
134,9.696000e-05,6.902440e+03,1.699530e+00,1.303700e+00,9.989000e+01
135,9.694000e-05,8.625040e+03,1.616940e+00,1.271600e+00,9.989000e+01
136,9.692000e-05,7.461850e+03,1.462000e+00,1.209100e+00,9.989000e+01
137,9.689000e-05,9.525990e+03,6.361850e+00,2.522300e+00,9.989000e+01
138,9.687000e-05,1.467470e+04,1.290840e+00,1.136200e+00,9.989000e+01
139,9.685000e-05,1.813720e+04,1.813160e+00,1.346500e+00,9.989000e+01
140,9.683000e-05,1.092300e+04,1.613970e+00,1.270400e+00,9.989000e+01
141,9.681000e-05,2.434710e+04,2.825860e+00,1.681000e+00,9.989000e+01
142,9.678000e-05,1.775290e+04,3.943730e+00,1.985900e+00,9.989000e+01
143,9.676000e-05,3.092350e+04,1.419170e+00,1.191300e+00,9.989000e+01
144,9.674000e-05,2.903180e+04,1.385030e+00,1.176900e+00,9.988000e+01
145,9.672000e-05,4.326340e+04,1.628780e+00,1.276200e+00,9.988000e+01
146,9.669000e-05,3.592250e+04,1.817350e+00,1.348100e+00,9.988000e+01
147,9.667000e-05,5.017560e+04,1.657230e+00,1.287300e+00,9.988000e+01
148,9.665000e-05,3.186440e+04,1.500460e+00,1.224900e+00,9.988000e+01
149,9.663000e-05,4.016470e+04,3.674220e+00,1.916800e+00,9.988000e+01
150,9.661000e-05,5.072510e+04,7.158380e+00,2.675500e+00,9.988000e+01
151,9.658000e-05,4.589280e+04,1.563790e+00,1.250500e+00,9.988000e+01
152,9.656000e-05,3.925730e+04,1.733010e+00,1.316400e+00,9.988000e+01
153,9.654000e-05,4.863860e+04,1.313210e+00,1.146000e+00,9.988000e+01
154,9.652000e-05,4.484280e+04,1.671240e+00,1.292800e+00,9.988000e+01
155,9.649000e-05,5.007020e+04,2.150380e+00,1.466400e+00,9.988000e+01
156,9.647000e-05,4.689610e+04,1.624350e+00,1.274500e+00,9.988000e+01
157,9.645000e-05,3.887270e+04,4.535180e+00,2.129600e+00,9.987000e+01
158,9.643000e-05,2.846810e+04,1.652040e+00,1.285300e+00,9.987000e+01
159,9.641000e-05,5.135760e+04,1.713670e+00,1.309100e+00,9.987000e+01
160,9.638000e-05,3.717180e+04,1.359550e+00,1.166000e+00,9.987000e+01
161,9.636000e-05,1.722190e+04,3.181060e+00,1.783600e+00,9.987000e+01
162,9.634000e-05,3.796360e+04,4.822810e+00,2.196100e+00,9.987000e+01
163,9.632000e-05,5.804020e+04,1.806720e+00,1.344100e+00,9.987000e+01
164,9.629000e-05,3.811160e+04,2.245300e+00,1.498400e+00,9.987000e+01
165,9.627000e-05,2.544490e+04,4.252150e+00,2.062100e+00,9.987000e+01
166,9.625000e-05,6.016040e+03,2.251810e+00,1.500600e+00,9.987000e+01
167,9.623000e-05,2.305470e+04,2.320290e+00,1.523200e+00,9.987000e+01
168,9.621000e-05,2.596640e+04,2.908950e+00,1.705600e+00,9.987000e+01
169,9.618000e-05,1.564440e+04,5.374670e+00,2.318300e+00,9.986000e+01
170,9.616000e-05,2.961470e+02,1.023000e+00,1.011400e+00,9.986000e+01
171,9.614000e-05,1.388840e+04,4.414500e+00,2.101100e+00,9.986000e+01
172,9.612000e-05,1.594750e+04,6.658110e+00,2.580300e+00,9.986000e+01
173,9.609000e-05,7.700560e+02,1.368460e+00,1.169800e+00,9.986000e+01
174,9.607000e-05,6.406170e+03,1.472290e+00,1.213400e+00,9.986000e+01
175,9.605000e-05,1.577190e+03,2.923570e+00,1.709800e+00,9.986000e+01
176,9.603000e-05,1.608650e+03,1.435590e+00,1.198200e+00,9.986000e+01
177,9.601000e-05,3.722960e+02,1.536110e+00,1.239400e+00,9.986000e+01
178,9.598000e-05,3.608980e+02,1.442100e+00,1.200900e+00,9.986000e+01
179,9.596000e-05,1.753350e+02,1.446250e+00,1.202600e+00,9.986000e+01
180,9.594000e-05,2.388190e+03,1.324200e+00,1.150700e+00,9.986000e+01
181,9.592000e-05,9.382270e+02,1.436700e+00,1.198600e+00,9.986000e+01
182,9.590000e-05,1.009920e+02,2.987310e+00,1.728400e+00,9.985000e+01
183,9.587000e-05,5.579320e+01,1.265180e+00,1.124800e+00,9.985000e+01
184,9.585000e-05,1.751490e+02,1.581710e+00,1.257700e+00,9.985000e+01
185,9.583000e-05,5.311730e+03,2.451490e+00,1.565700e+00,9.985000e+01
186,9.581000e-05,9.298000e+02,1.404910e+00,1.185300e+00,9.985000e+01
187,9.579000e-05,3.724570e+03,1.241460e+00,1.114200e+00,9.985000e+01
188,9.576000e-05,4.622800e+03,1.912990e+00,1.383100e+00,9.985000e+01
189,9.574000e-05,1.601980e+02,1.110240e+00,1.053700e+00,9.985000e+01
190,9.572000e-05,7.151230e+03,1.232790e+00,1.110300e+00,9.985000e+01
191,9.570000e-05,1.996580e+04,2.630610e+00,1.621900e+00,9.985000e+01
192,9.568000e-05,4.668000e+01,1.364730e+00,1.168200e+00,9.985000e+01
193,9.565000e-05,1.886210e+03,1.385420e+00,1.177000e+00,9.985000e+01
194,9.563000e-05,3.609320e+03,3.904520e+00,1.976000e+00,9.984000e+01
195,9.561000e-05,1.090190e+04,2.079940e+00,1.442200e+00,9.984000e+01
196,9.559000e-05,5.667700e+03,2.314310e+00,1.521300e+00,9.984000e+01
197,9.557000e-05,8.281690e+03,2.816220e+00,1.678200e+00,9.984000e+01
198,9.554000e-05,5.151750e+03,1.203010e+00,1.096800e+00,9.984000e+01
199,9.552000e-05,9.252560e+03,1.377060e+00,1.173500e+00,9.984000e+01
200,9.550000e-05,6.382140e+03,1.312890e+00,1.145800e+00,9.984000e+01
201,9.548000e-05,3.512080e+03,1.409380e+00,1.187200e+00,9.984000e+01
202,9.546000e-05,9.210820e+03,1.432220e+00,1.196800e+00,9.984000e+01
203,9.543000e-05,1.975090e+04,2.232840e+00,1.494300e+00,9.984000e+01
204,9.541000e-05,7.156850e+03,2.491710e+00,1.578500e+00,9.984000e+01
205,9.539000e-05,4.102350e+03,1.595660e+00,1.263200e+00,9.984000e+01
206,9.537000e-05,5.300530e+03,1.159340e+00,1.076700e+00,9.984000e+01
207,9.535000e-05,1.732190e+04,8.111230e-01,9.006000e-01,9.983000e+01
208,9.532000e-05,1.706880e+02,1.256100e+00,1.120800e+00,9.983000e+01
209,9.530000e-05,3.092100e+03,1.318550e+00,1.148300e+00,9.983000e+01
210,9.528000e-05,6.477220e+02,1.434910e+00,1.197900e+00,9.983000e+01
211,9.526000e-05,1.565440e+03,1.233150e+00,1.110500e+00,9.983000e+01
212,9.524000e-05,4.726510e+02,1.256700e+00,1.121000e+00,9.983000e+01
213,9.521000e-05,2.048410e+03,1.284490e+00,1.133400e+00,9.983000e+01
214,9.519000e-05,5.359520e+02,5.696690e+00,2.386800e+00,9.983000e+01
215,9.517000e-05,7.044970e+00,2.903650e+00,1.704000e+00,9.983000e+01
216,9.515000e-05,8.633570e+00,2.810170e+00,1.676400e+00,9.983000e+01
217,9.513000e-05,2.539660e+03,1.267270e+00,1.125700e+00,9.983000e+01
218,9.510000e-05,3.521750e+03,2.759330e+00,1.661100e+00,9.983000e+01
219,9.508000e-05,3.170830e+03,1.742600e+00,1.320100e+00,9.982000e+01
220,9.506000e-05,2.373890e+01,3.712880e+00,1.926900e+00,9.982000e+01
221,9.504000e-05,4.672020e+03,6.293730e+00,2.508700e+00,9.982000e+01
222,9.502000e-05,3.182280e+03,4.156730e+00,2.038800e+00,9.982000e+01
223,9.499000e-05,8.843470e+02,6.205820e+00,2.491100e+00,9.982000e+01
224,9.497000e-05,1.161860e+03,2.410850e+00,1.552700e+00,9.982000e+01
225,9.495000e-05,7.012170e+03,6.567280e+00,2.562700e+00,9.982000e+01
226,9.493000e-05,4.893760e+03,1.406660e+00,1.186000e+00,9.982000e+01
227,9.491000e-05,9.970150e+03,1.437260e+00,1.198900e+00,9.982000e+01
228,9.489000e-05,5.833560e+03,1.416380e+00,1.190100e+00,9.982000e+01
229,9.486000e-05,1.179570e+04,1.483580e+00,1.218000e+00,9.982000e+01
230,9.484000e-05,1.896000e+03,6.229280e+00,2.495900e+00,9.982000e+01
231,9.482000e-05,3.387670e+03,1.592010e+00,1.261800e+00,9.982000e+01
232,9.480000e-05,3.597830e+03,1.279560e+00,1.131200e+00,9.981000e+01
233,9.478000e-05,2.976080e+03,1.344920e+00,1.159700e+00,9.981000e+01
234,9.475000e-05,3.257070e+03,1.499520e+00,1.224500e+00,9.981000e+01
235,9.473000e-05,1.161500e+03,1.392530e+00,1.180100e+00,9.981000e+01
236,9.471000e-05,3.974660e+03,2.340900e+00,1.530000e+00,9.981000e+01
237,9.469000e-05,4.094280e+03,1.313750e+00,1.146200e+00,9.981000e+01
238,9.467000e-05,5.493610e+03,5.771820e+00,2.402500e+00,9.981000e+01
239,9.465000e-05,6.265490e+03,1.411870e+00,1.188200e+00,9.981000e+01
240,9.462000e-05,4.171480e+03,1.621940e+00,1.273600e+00,9.981000e+01
241,9.460000e-05,2.142380e+03,2.176430e+00,1.475300e+00,9.981000e+01
242,9.458000e-05,5.426250e+02,1.459660e+00,1.208200e+00,9.981000e+01
243,9.456000e-05,3.211020e+00,2.414920e+00,1.554000e+00,9.981000e+01
244,9.454000e-05,4.258010e+03,1.608510e+00,1.268300e+00,9.980000e+01
245,9.451000e-05,2.393650e+02,1.309800e+00,1.144500e+00,9.980000e+01
246,9.449000e-05,3.844770e+01,3.194270e+00,1.787300e+00,9.980000e+01
247,9.447000e-05,1.757700e+02,1.387390e+00,1.177900e+00,9.980000e+01
248,9.445000e-05,1.779530e+01,1.907970e+00,1.381300e+00,9.980000e+01
249,9.443000e-05,6.405810e+02,3.291860e+00,1.814300e+00,9.980000e+01
250,9.441000e-05,4.386670e+03,1.150820e+00,1.072800e+00,9.980000e+01
251,9.438000e-05,3.192830e+01,2.232070e+00,1.494000e+00,9.980000e+01
252,9.436000e-05,1.598740e+03,2.845910e+00,1.687000e+00,9.980000e+01
253,9.434000e-05,3.348670e+03,1.588470e+00,1.260300e+00,9.980000e+01
254,9.432000e-05,5.416940e+01,1.912540e+00,1.382900e+00,9.980000e+01
255,9.430000e-05,3.693860e+02,1.378770e+00,1.174200e+00,9.980000e+01
256,9.428000e-05,1.824210e+03,1.423110e+00,1.192900e+00,9.980000e+01
257,9.425000e-05,7.011730e+02,1.541730e+00,1.241700e+00,9.979000e+01
258,9.423000e-05,1.190560e+03,1.568980e+00,1.252600e+00,9.979000e+01
259,9.421000e-05,2.517610e+01,6.154390e+00,2.480800e+00,9.979000e+01
260,9.419000e-05,3.224850e+01,3.001090e+00,1.732400e+00,9.979000e+01
261,9.417000e-05,3.639330e+03,1.904460e+00,1.380000e+00,9.979000e+01
262,9.415000e-05,2.593110e+02,1.353540e+00,1.163400e+00,9.979000e+01
263,9.412000e-05,1.691460e+01,2.008810e+00,1.417300e+00,9.979000e+01
264,9.410000e-05,4.626890e+01,2.641450e+00,1.625300e+00,9.979000e+01
265,9.408000e-05,3.215720e+02,1.689350e+00,1.299700e+00,9.979000e+01
266,9.406000e-05,2.989350e+02,3.036460e+00,1.742500e+00,9.979000e+01
267,9.404000e-05,1.743730e+03,1.554710e+00,1.246900e+00,9.979000e+01
268,9.402000e-05,9.811440e+01,1.564440e+00,1.250800e+00,9.979000e+01
269,9.399000e-05,6.922860e+01,2.732540e+00,1.653000e+00,9.978000e+01
270,9.397000e-05,3.025650e+00,1.544580e+00,1.242800e+00,9.978000e+01
271,9.395000e-05,6.631250e+01,1.647520e+00,1.283600e+00,9.978000e+01
272,9.393000e-05,3.155830e-01,1.586330e+00,1.259500e+00,9.978000e+01
273,9.391000e-05,2.630100e+03,1.185530e+00,1.088800e+00,9.978000e+01
274,9.389000e-05,1.218820e+00,2.479320e+00,1.574600e+00,9.978000e+01
275,9.386000e-05,2.815260e+02,6.181940e+00,2.486400e+00,9.978000e+01
276,9.384000e-05,4.631190e+02,1.476760e+00,1.215200e+00,9.978000e+01
277,9.382000e-05,3.712680e+03,1.511900e+00,1.229600e+00,9.978000e+01
278,9.380000e-05,1.491810e+03,1.415650e+00,1.189800e+00,9.978000e+01
279,9.378000e-05,6.084170e+01,2.425260e+00,1.557300e+00,9.978000e+01
280,9.376000e-05,2.012570e+02,3.661160e+00,1.913400e+00,9.978000e+01
281,9.373000e-05,9.844630e+02,1.155940e+00,1.075100e+00,9.978000e+01
282,9.371000e-05,3.139210e+03,1.331820e+00,1.154000e+00,9.977000e+01
283,9.369000e-05,3.320940e+02,4.622630e+00,2.150000e+00,9.977000e+01
284,9.367000e-05,3.709440e+01,1.220720e+00,1.104900e+00,9.977000e+01
285,9.365000e-05,2.159680e+02,2.504710e+00,1.582600e+00,9.977000e+01
286,9.363000e-05,6.076180e+01,1.307550e+00,1.143500e+00,9.977000e+01
287,9.361000e-05,4.088150e+02,2.722820e+00,1.650100e+00,9.977000e+01
288,9.358000e-05,1.391390e+02,1.382930e+00,1.176000e+00,9.977000e+01
289,9.356000e-05,2.658430e+02,1.351030e+00,1.162300e+00,9.977000e+01
290,9.354000e-05,2.282710e+00,3.456050e+00,1.859000e+00,9.977000e+01
291,9.352000e-05,1.201250e+03,6.627830e+00,2.574500e+00,9.977000e+01
292,9.350000e-05,6.308420e+00,1.534490e+00,1.238700e+00,9.977000e+01
293,9.348000e-05,8.878610e+02,1.439200e+00,1.199700e+00,9.977000e+01
294,9.345000e-05,2.616520e+02,1.325610e+00,1.151400e+00,9.976000e+01
295,9.343000e-05,3.554660e+01,5.605480e+00,2.367600e+00,9.976000e+01
296,9.341000e-05,5.917420e+02,1.375520e+00,1.172800e+00,9.976000e+01
297,9.339000e-05,2.324190e+01,1.488030e+00,1.219800e+00,9.976000e+01
298,9.337000e-05,4.023980e+03,1.534970e+00,1.238900e+00,9.976000e+01
299,9.335000e-05,2.207940e+03,1.891890e+00,1.375500e+00,9.976000e+01
300,9.333000e-05,1.041540e+03,4.955730e+00,2.226100e+00,9.976000e+01
301,9.330000e-05,2.070520e+03,1.231120e+00,1.109600e+00,9.976000e+01
302,9.328000e-05,2.214400e+02,1.368330e+00,1.169800e+00,9.976000e+01
303,9.326000e-05,4.590010e+02,5.423020e+00,2.328700e+00,9.976000e+01
304,9.324000e-05,6.352220e+02,1.194120e+00,1.092800e+00,9.976000e+01
305,9.322000e-05,2.669900e+02,1.240300e+00,1.113700e+00,9.976000e+01
306,9.320000e-05,8.027660e+02,2.571290e+00,1.603500e+00,9.976000e+01
307,9.318000e-05,4.296970e+03,1.263050e+00,1.123900e+00,9.975000e+01
308,9.315000e-05,2.519590e+02,1.117090e+00,1.056900e+00,9.975000e+01
309,9.313000e-05,1.831090e+03,1.383570e+00,1.176300e+00,9.975000e+01
310,9.311000e-05,1.124160e+02,1.092600e+00,1.045300e+00,9.975000e+01
311,9.309000e-05,4.500970e+01,1.215140e+00,1.102300e+00,9.975000e+01
312,9.307000e-05,1.050650e+02,2.954770e+00,1.718900e+00,9.975000e+01
313,9.305000e-05,8.165170e+02,6.032980e+00,2.456200e+00,9.975000e+01
314,9.303000e-05,3.317340e+02,1.369000e+00,1.170000e+00,9.975000e+01
315,9.300000e-05,9.905740e+02,1.249840e+00,1.118000e+00,9.975000e+01
316,9.298000e-05,4.046350e+02,1.243300e+00,1.115000e+00,9.975000e+01
317,9.296000e-05,3.936220e+02,2.730780e+00,1.652500e+00,9.975000e+01
318,9.294000e-05,1.955870e+02,1.298130e+00,1.139400e+00,9.975000e+01
319,9.292000e-05,1.483690e+02,4.197870e+00,2.048900e+00,9.974000e+01
320,9.290000e-05,8.651590e+01,1.748520e+00,1.322300e+00,9.974000e+01
321,9.288000e-05,1.787520e+01,1.602700e+00,1.266000e+00,9.974000e+01
322,9.285000e-05,4.700160e+01,1.431450e+00,1.196400e+00,9.974000e+01
323,9.283000e-05,1.588550e+01,4.380130e+00,2.092900e+00,9.974000e+01
324,9.281000e-05,4.655310e+02,1.057260e+00,1.028200e+00,9.974000e+01
325,9.279000e-05,1.468410e+03,1.328970e+00,1.152800e+00,9.974000e+01
326,9.277000e-05,4.337140e-03,1.558250e+00,1.248300e+00,9.974000e+01
327,9.275000e-05,1.846890e+01,1.251940e+00,1.118900e+00,9.974000e+01
328,9.273000e-05,2.619730e+03,1.235740e+00,1.111600e+00,9.974000e+01
329,9.270000e-05,1.255540e+02,1.411290e+00,1.188000e+00,9.974000e+01
330,9.268000e-05,5.878490e+00,4.960800e+00,2.227300e+00,9.974000e+01
331,9.266000e-05,6.569220e+00,1.579100e+00,1.256600e+00,9.974000e+01
332,9.264000e-05,1.324720e+02,1.204590e+00,1.097500e+00,9.973000e+01
