step,lr,e_loss,f_loss,f_rmse,pref_f
14389,3.640000e-06,1.517780e-01,6.066130e-01,7.789000e-01,8.849000e+01
14390,3.639000e-06,9.119410e+00,1.559350e+00,1.248700e+00,8.849000e+01
14391,3.638000e-06,2.174610e+01,5.885860e-01,7.672000e-01,8.849000e+01
14392,3.637000e-06,1.277550e+01,6.400130e-01,8.000000e-01,8.849000e+01
14393,3.637000e-06,1.397700e+01,2.210980e+00,1.486900e+00,8.849000e+01
14394,3.636000e-06,2.062650e+02,5.269940e+00,2.295600e+00,8.848000e+01
14395,3.635000e-06,6.000010e+01,2.315620e+00,1.521700e+00,8.848000e+01
14396,3.634000e-06,3.954770e+01,1.915420e+00,1.384000e+00,8.848000e+01
14397,3.633000e-06,9.459410e-01,5.483760e-01,7.405000e-01,8.848000e+01
14398,3.632000e-06,2.985120e+01,1.884050e+00,1.372600e+00,8.848000e+01
14399,3.632000e-06,1.387590e+01,5.920600e-01,7.695000e-01,8.848000e+01
14400,3.631000e-06,4.281900e+00,3.863490e-01,6.216000e-01,8.848000e+01
14401,3.630000e-06,2.625570e+02,4.790530e+00,2.188700e+00,8.848000e+01
14402,3.629000e-06,3.255560e+01,5.850990e-01,7.649000e-01,8.848000e+01
14403,3.628000e-06,1.741500e+02,3.542590e+00,1.882200e+00,8.848000e+01
14404,3.627000e-06,5.840670e+00,5.834410e-01,7.638000e-01,8.848000e+01
14405,3.627000e-06,1.420310e+02,3.226780e+00,1.796300e+00,8.848000e+01
14406,3.626000e-06,2.542960e+00,5.006900e-01,7.076000e-01,8.848000e+01
14407,3.625000e-06,2.340110e+01,1.454830e+00,1.206200e+00,8.847000e+01
14408,3.624000e-06,6.277930e+01,2.371010e+00,1.539800e+00,8.847000e+01
14409,3.623000e-06,9.669350e+00,7.366860e-01,8.583000e-01,8.847000e+01
14410,3.622000e-06,2.072730e+00,4.972480e-01,7.052000e-01,8.847000e+01
14411,3.622000e-06,5.570480e+01,2.693640e+00,1.641200e+00,8.847000e+01
14412,3.621000e-06,1.359230e+01,5.973310e-01,7.729000e-01,8.847000e+01
14413,3.620000e-06,9.298330e+00,5.318560e-01,7.293000e-01,8.847000e+01
14414,3.619000e-06,6.205020e-01,8.638030e-01,9.294000e-01,8.847000e+01
14415,3.618000e-06,4.984010e+01,2.354190e+00,1.534300e+00,8.847000e+01
14416,3.617000e-06,2.291580e+01,6.123270e-01,7.825000e-01,8.847000e+01
14417,3.617000e-06,7.840620e+00,6.965930e-01,8.346000e-01,8.847000e+01
14418,3.616000e-06,4.672080e+00,5.467210e-01,7.394000e-01,8.847000e+01
14419,3.615000e-06,3.595730e+00,1.050740e+00,1.025100e+00,8.846000e+01
14420,3.614000e-06,1.458830e+01,5.475980e-01,7.400000e-01,8.846000e+01
14421,3.613000e-06,2.718150e+00,5.842330e-01,7.644000e-01,8.846000e+01
14422,3.612000e-06,7.012430e-03,5.905840e-01,7.685000e-01,8.846000e+01
14423,3.612000e-06,1.323020e+02,3.226790e+00,1.796300e+00,8.846000e+01
14424,3.611000e-06,4.121270e+00,6.456970e-01,8.036000e-01,8.846000e+01
14425,3.610000e-06,2.397200e+01,4.003070e+00,2.000800e+00,8.846000e+01
14426,3.609000e-06,8.860290e+00,3.786070e+00,1.945800e+00,8.846000e+01
14427,3.608000e-06,2.230750e+01,4.197040e-01,6.478000e-01,8.846000e+01
14428,3.607000e-06,2.849180e+01,6.425010e-01,8.016000e-01,8.846000e+01
14429,3.607000e-06,1.325280e+01,5.447610e-01,7.381000e-01,8.846000e+01
14430,3.606000e-06,2.718760e+01,6.559610e-01,8.099000e-01,8.846000e+01
14431,3.605000e-06,2.075720e+02,5.270030e+00,2.295700e+00,8.846000e+01
14432,3.604000e-06,5.625270e+01,2.205760e+00,1.485200e+00,8.845000e+01
14433,3.603000e-06,8.932740e+00,3.786060e+00,1.945800e+00,8.845000e+01
14434,3.602000e-06,8.932740e+00,3.786060e+00,1.945800e+00,8.845000e+01
14435,3.602000e-06,5.629580e-01,6.514600e-01,8.071000e-01,8.845000e+01
14436,3.601000e-06,2.224980e+00,7.513380e-01,8.668000e-01,8.845000e+01
14437,3.600000e-06,8.243180e+00,1.165040e+00,1.079400e+00,8.845000e+01
14438,3.599000e-06,2.016350e+00,5.132440e-01,7.164000e-01,8.845000e+01
14439,3.598000e-06,1.167920e+01,5.903020e-01,7.683000e-01,8.845000e+01
14440,3.597000e-06,4.860220e-02,8.554640e-01,9.249000e-01,8.845000e+01
14441,3.597000e-06,1.818100e-01,1.612590e+00,1.269900e+00,8.845000e+01
14442,3.596000e-06,1.027250e+01,1.561200e+00,1.249500e+00,8.845000e+01
14443,3.595000e-06,8.053270e-01,5.571480e-01,7.464000e-01,8.845000e+01
14444,3.594000e-06,2.018410e+01,8.015680e-01,8.953000e-01,8.844000e+01
14445,3.593000e-06,1.831240e+01,1.678250e+00,1.295500e+00,8.844000e+01
14446,3.593000e-06,1.099020e+00,4.752040e-01,6.894000e-01,8.844000e+01
14447,3.592000e-06,9.140990e+01,2.202080e+00,1.483900e+00,8.844000e+01
14448,3.591000e-06,1.070290e-02,9.356440e-01,9.673000e-01,8.844000e+01
14449,3.590000e-06,2.393250e+01,8.182080e-01,9.045000e-01,8.844000e+01
14450,3.589000e-06,1.673350e+00,1.302520e+00,1.141300e+00,8.844000e+01
14451,3.588000e-06,2.041620e-01,4.475490e-01,6.690000e-01,8.844000e+01
14452,3.588000e-06,1.203780e+00,5.288990e-01,7.273000e-01,8.844000e+01
14453,3.587000e-06,9.640900e+00,7.070700e-01,8.409000e-01,8.844000e+01
14454,3.586000e-06,2.443580e+02,4.790510e+00,2.188700e+00,8.844000e+01
14455,3.585000e-06,9.299810e-03,7.789470e-01,8.826000e-01,8.844000e+01
14456,3.584000e-06,6.231010e-01,6.431930e-01,8.020000e-01,8.844000e+01
14457,3.583000e-06,4.712220e+01,6.314160e-01,7.946000e-01,8.843000e+01
14458,3.583000e-06,6.925810e-01,5.919930e-01,7.694000e-01,8.843000e+01
14459,3.582000e-06,9.585680e-01,7.357500e-01,8.578000e-01,8.843000e+01
14460,3.581000e-06,2.876610e+01,4.673560e-01,6.836000e-01,8.843000e+01
14461,3.580000e-06,1.199580e+01,4.982520e-01,7.059000e-01,8.843000e+01
14462,3.579000e-06,3.845750e-02,1.476800e+00,1.215200e+00,8.843000e+01
14463,3.578000e-06,2.081860e+01,8.126530e-01,9.015000e-01,8.843000e+01
14464,3.578000e-06,1.504970e+01,6.942950e-01,8.332000e-01,8.843000e+01
14465,3.577000e-06,6.768240e-01,4.956260e-01,7.040000e-01,8.843000e+01
14466,3.576000e-06,4.162510e+00,9.102260e-01,9.541000e-01,8.843000e+01
14467,3.575000e-06,3.089250e+01,4.659390e-01,6.826000e-01,8.843000e+01
14468,3.574000e-06,4.406470e+01,2.574040e+00,1.604400e+00,8.843000e+01
14469,3.574000e-06,8.338430e+00,5.542380e-01,7.445000e-01,8.842000e+01
14470,3.573000e-06,1.539740e-01,4.306330e-01,6.562000e-01,8.842000e+01
14471,3.572000e-06,7.941430e+00,1.598350e+00,1.264300e+00,8.842000e+01
14472,3.571000e-06,3.946480e+01,1.793760e+00,1.339300e+00,8.842000e+01
14473,3.570000e-06,2.983890e+02,4.827690e+00,2.197200e+00,8.842000e+01
14474,3.569000e-06,1.037580e+00,5.462320e-01,7.391000e-01,8.842000e+01
14475,3.569000e-06,7.426220e-01,4.806610e-01,6.933000e-01,8.842000e+01
14476,3.568000e-06,2.298070e+01,1.841510e+00,1.357000e+00,8.842000e+01
14477,3.567000e-06,2.773430e+02,5.029700e+00,2.242700e+00,8.842000e+01
14478,3.566000e-06,8.336670e+00,5.214010e-01,7.221000e-01,8.842000e+01
14479,3.565000e-06,1.014830e+00,1.367230e+00,1.169300e+00,8.842000e+01
14480,3.565000e-06,2.479900e-01,1.136720e+00,1.066200e+00,8.842000e+01
14481,3.564000e-06,4.129850e-01,6.911850e-01,8.314000e-01,8.842000e+01
14482,3.563000e-06,6.901840e+00,7.656860e-01,8.750000e-01,8.841000e+01
14483,3.562000e-06,7.519260e+00,6.017970e-01,7.758000e-01,8.841000e+01
14484,3.561000e-06,2.275660e+01,7.473150e-01,8.645000e-01,8.841000e+01
14485,3.560000e-06,3.592720e+00,7.004090e-01,8.369000e-01,8.841000e+01
14486,3.560000e-06,6.007650e+00,5.243900e-01,7.241000e-01,8.841000e+01
14487,3.559000e-06,6.307370e-01,6.844530e-01,8.273000e-01,8.841000e+01
14488,3.558000e-06,1.822790e-01,6.725330e-01,8.201000e-01,8.841000e+01
14489,3.557000e-06,5.417320e+00,5.212530e-01,7.220000e-01,8.841000e+01
14490,3.556000e-06,2.391280e+01,1.822150e+00,1.349900e+00,8.841000e+01
14491,3.555000e-06,6.059220e-02,6.120190e-01,7.823000e-01,8.841000e+01
14492,3.555000e-06,4.198200e-02,6.487930e-01,8.055000e-01,8.841000e+01
14493,3.554000e-06,6.448700e+00,1.197420e+00,1.094300e+00,8.841000e+01
14494,3.553000e-06,4.093060e-01,7.571750e-01,8.702000e-01,8.840000e+01
14495,3.552000e-06,2.610760e+00,1.449880e+00,1.204100e+00,8.840000e+01
14496,3.551000e-06,4.371780e+00,1.210160e+00,1.100100e+00,8.840000e+01
14497,3.551000e-06,2.677170e+01,5.386700e-01,7.339000e-01,8.840000e+01
14498,3.550000e-06,2.001010e-01,3.943360e-01,6.280000e-01,8.840000e+01
14499,3.549000e-06,6.314860e+00,6.082880e-01,7.799000e-01,8.840000e+01
14500,3.548000e-06,1.437180e+01,3.786120e+00,1.945800e+00,8.840000e+01
14501,3.547000e-06,2.810290e+00,5.272170e-01,7.261000e-01,8.840000e+01
14502,3.547000e-06,2.088400e+00,8.271000e-01,9.095000e-01,8.840000e+01
14503,3.546000e-06,6.049310e+00,6.911230e-01,8.313000e-01,8.840000e+01
14504,3.545000e-06,2.228810e+00,7.026860e-01,8.383000e-01,8.840000e+01
14505,3.544000e-06,4.680000e+00,7.593110e-01,8.714000e-01,8.840000e+01
14506,3.543000e-06,1.697790e+01,5.186820e-01,7.202000e-01,8.840000e+01
14507,3.542000e-06,5.110680e+00,1.219400e+00,1.104300e+00,8.839000e+01
14508,3.542000e-06,5.475150e+00,8.642680e-01,9.297000e-01,8.839000e+01
14509,3.541000e-06,3.615180e+01,8.996310e-01,9.485000e-01,8.839000e+01
14510,3.540000e-06,2.951070e+01,1.573080e+00,1.254200e+00,8.839000e+01
14511,3.539000e-06,9.055410e-01,1.391320e+00,1.179500e+00,8.839000e+01
14512,3.538000e-06,2.235140e+01,6.298500e-01,7.936000e-01,8.839000e+01
14513,3.538000e-06,3.009440e-01,5.671730e-01,7.531000e-01,8.839000e+01
14514,3.537000e-06,1.448680e+00,6.895120e-01,8.304000e-01,8.839000e+01
14515,3.536000e-06,7.920120e+00,7.625600e-01,8.732000e-01,8.839000e+01
14516,3.535000e-06,1.136550e+01,6.011700e-01,7.754000e-01,8.839000e+01
14517,3.534000e-06,1.920000e+01,5.847130e-01,7.647000e-01,8.839000e+01
14518,3.533000e-06,5.200820e+01,1.608070e+00,1.268100e+00,8.839000e+01
14519,3.533000e-06,2.366650e+00,6.252980e-01,7.908000e-01,8.838000e+01
14520,3.532000e-06,1.921870e+01,5.793970e-01,7.612000e-01,8.838000e+01
14521,3.531000e-06,2.941660e+01,1.533890e+00,1.238500e+00,8.838000e+01
14522,3.530000e-06,6.880050e+00,6.758520e-01,8.221000e-01,8.838000e+01
14523,3.529000e-06,3.457880e+01,1.582780e+00,1.258100e+00,8.838000e+01
14524,3.529000e-06,3.293130e+00,6.050670e-01,7.779000e-01,8.838000e+01
14525,3.528000e-06,3.047600e+01,1.670310e+00,1.292400e+00,8.838000e+01
14526,3.527000e-06,2.809370e+02,3.987940e+00,1.997000e+00,8.838000e+01
14527,3.526000e-06,1.155650e+00,8.011300e-01,8.951000e-01,8.838000e+01
14528,3.525000e-06,1.619060e+02,3.440880e+00,1.855000e+00,8.838000e+01
14529,3.525000e-06,1.137990e-01,5.768440e-01,7.595000e-01,8.838000e+01
14530,3.524000e-06,3.097810e+01,3.187120e+00,1.785300e+00,8.838000e+01
14531,3.523000e-06,2.735890e+00,7.305600e-01,8.547000e-01,8.838000e+01
14532,3.522000e-06,5.965360e+01,1.762700e+00,1.327700e+00,8.837000e+01
14533,3.521000e-06,3.113550e+00,7.890440e-01,8.883000e-01,8.837000e+01
14534,3.520000e-06,2.361580e+00,6.052420e-01,7.780000e-01,8.837000e+01
14535,3.520000e-06,4.896340e+00,5.983750e-01,7.735000e-01,8.837000e+01
14536,3.519000e-06,1.493630e-01,7.832220e-01,8.850000e-01,8.837000e+01
14537,3.518000e-06,3.053390e+02,5.029720e+00,2.242700e+00,8.837000e+01
14538,3.517000e-06,1.481240e+01,6.089880e-01,7.804000e-01,8.837000e+01
14539,3.516000e-06,1.892470e+00,7.934170e-01,8.907000e-01,8.837000e+01
14540,3.516000e-06,5.858080e-03,7.077330e-01,8.413000e-01,8.837000e+01
14541,3.515000e-06,2.657310e+01,4.960600e-01,7.043000e-01,8.837000e+01
14542,3.514000e-06,4.914730e+00,5.426970e-01,7.367000e-01,8.837000e+01
14543,3.513000e-06,1.840650e+01,1.880310e+00,1.371200e+00,8.837000e+01
14544,3.512000e-06,2.690650e+00,8.061300e-01,8.978000e-01,8.836000e+01
14545,3.512000e-06,8.431710e+01,2.414860e+00,1.554000e+00,8.836000e+01
14546,3.511000e-06,4.999250e+00,9.072320e-01,9.525000e-01,8.836000e+01
14547,3.510000e-06,2.321420e-01,6.445250e-01,8.028000e-01,8.836000e+01
14548,3.509000e-06,7.815150e-01,6.801610e-01,8.247000e-01,8.836000e+01
14549,3.508000e-06,4.721110e+01,2.285020e+00,1.511600e+00,8.836000e+01
14550,3.508000e-06,3.850000e-01,1.419310e+00,1.191300e+00,8.836000e+01
14551,3.507000e-06,2.250310e+02,5.270130e+00,2.295700e+00,8.836000e+01
14552,3.506000e-06,1.100830e-01,4.989550e-01,7.064000e-01,8.836000e+01
14553,3.505000e-06,1.398270e+02,3.300310e+00,1.816700e+00,8.836000e+01
14554,3.504000e-06,9.688720e+00,6.207990e-01,7.879000e-01,8.836000e+01
14555,3.503000e-06,7.952100e+00,5.767520e-01,7.594000e-01,8.836000e+01
14556,3.503000e-06,4.305040e-01,5.140230e-01,7.170000e-01,8.836000e+01
14557,3.502000e-06,8.792500e-01,6.267710e-01,7.917000e-01,8.835000e+01
14558,3.501000e-06,3.461360e+00,6.148270e-01,7.841000e-01,8.835000e+01
14559,3.500000e-06,5.553820e-01,4.690800e-01,6.849000e-01,8.835000e+01
14560,3.499000e-06,1.146600e+02,3.849340e+00,1.962000e+00,8.835000e+01
14561,3.499000e-06,1.031050e+01,1.043300e+00,1.021400e+00,8.835000e+01
14562,3.498000e-06,1.680890e+02,5.269780e+00,2.295600e+00,8.835000e+01
14563,3.497000e-06,2.770750e+01,7.762910e-01,8.811000e-01,8.835000e+01
14564,3.496000e-06,3.261080e+00,1.418510e+00,1.191000e+00,8.835000e+01
14565,3.495000e-06,4.501540e+01,7.071130e-01,8.409000e-01,8.835000e+01
14566,3.495000e-06,1.850470e+02,4.790310e+00,2.188700e+00,8.835000e+01
14567,3.494000e-06,4.546780e+01,4.628930e-01,6.804000e-01,8.835000e+01
14568,3.493000e-06,1.594000e+01,6.460780e-01,8.038000e-01,8.835000e+01
14569,3.492000e-06,2.296750e-02,1.482610e+00,1.217600e+00,8.834000e+01
14570,3.491000e-06,4.627140e+01,2.924370e+00,1.710100e+00,8.834000e+01
14571,3.491000e-06,1.800240e+01,6.874360e-01,8.291000e-01,8.834000e+01
14572,3.490000e-06,3.189930e+01,9.582470e-01,9.789000e-01,8.834000e+01
14573,3.489000e-06,1.598830e+01,6.515860e-01,8.072000e-01,8.834000e+01
14574,3.488000e-06,9.133750e+01,3.542310e+00,1.882100e+00,8.834000e+01
14575,3.487000e-06,8.194540e+00,1.218530e+00,1.103900e+00,8.834000e+01
14576,3.487000e-06,9.133750e+01,3.542310e+00,1.882100e+00,8.834000e+01
14577,3.486000e-06,1.292380e+02,5.025490e+00,2.241800e+00,8.834000e+01
14578,3.485000e-06,1.012930e+02,6.612190e-01,8.132000e-01,8.834000e+01
14579,3.484000e-06,7.117700e+01,5.519870e-01,7.430000e-01,8.834000e+01
14580,3.483000e-06,1.114440e+02,5.269390e+00,2.295500e+00,8.834000e+01
14581,3.483000e-06,4.813140e+01,8.878800e-01,9.423000e-01,8.834000e+01
14582,3.482000e-06,7.026340e+01,3.542210e+00,1.882100e+00,8.833000e+01
14583,3.481000e-06,3.858410e+01,6.052660e-01,7.780000e-01,8.833000e+01
14584,3.480000e-06,2.284370e+00,2.602430e+00,1.613200e+00,8.833000e+01
14585,3.479000e-06,1.258770e+01,1.884080e+00,1.372600e+00,8.833000e+01
14586,3.479000e-06,7.009160e+01,8.509470e-01,9.225000e-01,8.833000e+01
14587,3.478000e-06,3.671350e+00,2.602380e+00,1.613200e+00,8.833000e+01
14588,3.477000e-06,2.300640e+00,1.713250e+00,1.308900e+00,8.833000e+01
14589,3.476000e-06,6.349710e+01,1.001320e+00,1.000700e+00,8.833000e+01
14590,3.475000e-06,3.419650e-01,1.746420e+00,1.321500e+00,8.833000e+01
14591,3.475000e-06,6.970990e+01,6.731760e-01,8.205000e-01,8.833000e+01
14592,3.474000e-06,2.659010e+01,1.346540e+00,1.160400e+00,8.833000e+01
14593,3.473000e-06,1.462690e+02,4.160640e-01,6.450000e-01,8.833000e+01
14594,3.472000e-06,2.196240e+01,5.984110e-01,7.736000e-01,8.832000e+01
14595,3.471000e-06,8.821820e+01,7.052230e-01,8.398000e-01,8.832000e+01
14596,3.471000e-06,4.425120e+01,5.594080e-01,7.479000e-01,8.832000e+01
14597,3.470000e-06,1.350690e+01,3.605210e-01,6.004000e-01,8.832000e+01
14598,3.469000e-06,7.381160e+01,6.370420e-01,7.981000e-01,8.832000e+01
14599,3.468000e-06,6.743450e+01,6.670920e-01,8.168000e-01,8.832000e+01
14600,3.467000e-06,5.382940e+01,6.073910e-01,7.794000e-01,8.832000e+01
14601,3.467000e-06,4.615190e+01,5.387920e-01,7.340000e-01,8.832000e+01
14602,3.466000e-06,7.001600e+01,7.102290e-01,8.428000e-01,8.832000e+01
14603,3.465000e-06,3.958530e+01,6.616680e-01,8.134000e-01,8.832000e+01
14604,3.464000e-06,8.362470e+01,5.529050e-01,7.436000e-01,8.832000e+01
14605,3.463000e-06,4.909750e+01,7.793460e-01,8.828000e-01,8.832000e+01
14606,3.463000e-06,9.025230e-01,2.602490e+00,1.613200e+00,8.832000e+01
14607,3.462000e-06,1.710840e+02,3.992150e+00,1.998000e+00,8.831000e+01
14608,3.461000e-06,3.588800e+01,5.532190e-01,7.438000e-01,8.831000e+01
14609,3.460000e-06,7.718000e+01,6.666060e-01,8.165000e-01,8.831000e+01
14610,3.459000e-06,5.852470e+01,5.423980e-01,7.365000e-01,8.831000e+01
14611,3.459000e-06,6.125500e-02,2.162280e+00,1.470500e+00,8.831000e+01
14612,3.458000e-06,4.346300e+00,1.788820e+00,1.337500e+00,8.831000e+01
14613,3.457000e-06,2.196120e+01,7.894510e-01,8.885000e-01,8.831000e+01
14614,3.456000e-06,2.100060e+01,3.862890e-01,6.215000e-01,8.831000e+01
14615,3.455000e-06,5.882680e+01,6.559860e-01,8.099000e-01,8.831000e+01
14616,3.455000e-06,5.576670e+01,4.450250e-01,6.671000e-01,8.831000e+01
14617,3.454000e-06,1.344690e+00,6.553260e-01,8.095000e-01,8.831000e+01
14618,3.453000e-06,2.002490e+01,5.669160e-01,7.529000e-01,8.831000e+01
14619,3.452000e-06,4.076680e+01,5.454560e-01,7.385000e-01,8.830000e+01
14620,3.451000e-06,1.723330e+02,3.987930e+00,1.997000e+00,8.830000e+01
14621,3.451000e-06,1.161590e+02,3.300280e+00,1.816700e+00,8.830000e+01
14622,3.450000e-06,1.407910e+02,3.542500e+00,1.882200e+00,8.830000e+01
14623,3.449000e-06,2.137030e-01,5.609830e-01,7.490000e-01,8.830000e+01
14624,3.448000e-06,4.054380e+00,5.995640e-01,7.743000e-01,8.830000e+01
14625,3.447000e-06,4.109640e+01,6.889800e-01,8.300000e-01,8.830000e+01
14626,3.447000e-06,1.356170e+01,1.012730e+00,1.006300e+00,8.830000e+01
14627,3.446000e-06,2.683860e+01,5.594560e-01,7.480000e-01,8.830000e+01
14628,3.445000e-06,7.210200e+00,9.316220e-01,9.652000e-01,8.830000e+01
14629,3.444000e-06,3.702990e+00,6.264050e-01,7.915000e-01,8.830000e+01
14630,3.443000e-06,4.570100e-01,8.226190e-01,9.070000e-01,8.830000e+01
14631,3.443000e-06,2.260300e+02,5.025520e+00,2.241800e+00,8.830000e+01
14632,3.442000e-06,2.401440e+01,4.003040e+00,2.000800e+00,8.829000e+01
14633,3.441000e-06,5.102130e+00,1.278670e+00,1.130800e+00,8.829000e+01
14634,3.440000e-06,2.498780e+01,7.694070e-01,8.772000e-01,8.829000e+01
14635,3.440000e-06,2.672430e+01,4.003070e+00,2.000800e+00,8.829000e+01
14636,3.439000e-06,3.071100e+01,8.803770e-01,9.383000e-01,8.829000e+01
14637,3.438000e-06,5.326220e+00,6.423030e-01,8.014000e-01,8.829000e+01
14638,3.437000e-06,1.811850e+02,3.542650e+00,1.882200e+00,8.829000e+01
14639,3.436000e-06,5.034730e+01,2.574040e+00,1.604400e+00,8.829000e+01
14640,3.436000e-06,2.507460e+02,4.439740e+00,2.107100e+00,8.829000e+01
14641,3.435000e-06,1.605470e+01,1.347050e+00,1.160600e+00,8.829000e+01
14642,3.434000e-06,2.757480e+02,5.029560e+00,2.242700e+00,8.829000e+01
14643,3.433000e-06,3.363420e+01,4.003160e+00,2.000800e+00,8.829000e+01
14644,3.432000e-06,2.138800e+00,8.366990e-01,9.147000e-01,8.828000e+01
14645,3.432000e-06,7.275520e-01,6.461430e-01,8.038000e-01,8.828000e+01
14646,3.431000e-06,7.331320e+00,9.077190e-01,9.527000e-01,8.828000e+01
14647,3.430000e-06,7.135630e-01,1.397040e+00,1.182000e+00,8.828000e+01
14648,3.429000e-06,6.785420e+01,2.534450e+00,1.592000e+00,8.828000e+01
14649,3.428000e-06,2.104030e+01,5.493260e-01,7.412000e-01,8.828000e+01
14650,3.428000e-06,2.260820e+02,5.270110e+00,2.295700e+00,8.828000e+01
14651,3.427000e-06,4.132990e-01,6.147690e-01,7.841000e-01,8.828000e+01
14652,3.426000e-06,2.355690e+02,3.987900e+00,1.997000e+00,8.828000e+01
14653,3.425000e-06,2.970280e+02,3.992620e+00,1.998200e+00,8.828000e+01
14654,3.425000e-06,4.913920e+00,6.894510e-01,8.303000e-01,8.828000e+01
14655,3.424000e-06,1.398200e+01,1.764630e+00,1.328400e+00,8.828000e+01
14656,3.423000e-06,1.229100e-01,4.254250e-01,6.522000e-01,8.828000e+01
14657,3.422000e-06,1.078260e+01,6.411750e-01,8.007000e-01,8.827000e+01
14658,3.421000e-06,3.992170e-01,6.493160e-01,8.058000e-01,8.827000e+01
14659,3.421000e-06,3.074690e+00,6.204900e-01,7.877000e-01,8.827000e+01
14660,3.420000e-06,3.547740e-02,8.398790e-01,9.164000e-01,8.827000e+01
14661,3.419000e-06,7.823530e+00,8.509640e-01,9.225000e-01,8.827000e+01
14662,3.418000e-06,3.399410e+01,7.245280e-01,8.512000e-01,8.827000e+01
14663,3.417000e-06,1.430940e+01,7.427260e-01,8.618000e-01,8.827000e+01
14664,3.417000e-06,6.044200e+00,2.960730e+00,1.720700e+00,8.827000e+01
14665,3.416000e-06,1.473780e+01,4.982740e-01,7.059000e-01,8.827000e+01
14666,3.415000e-06,1.125880e+01,7.871550e-01,8.872000e-01,8.827000e+01
14667,3.414000e-06,1.360080e+01,7.543670e-01,8.685000e-01,8.827000e+01
14668,3.414000e-06,1.984990e+01,4.002980e+00,2.000700e+00,8.827000e+01
14669,3.413000e-06,5.764560e+01,2.027390e+00,1.423900e+00,8.826000e+01
14670,3.412000e-06,1.532580e+00,6.514340e-01,8.071000e-01,8.826000e+01
14671,3.411000e-06,1.421490e+01,7.095760e-01,8.424000e-01,8.826000e+01
14672,3.410000e-06,1.727800e+01,7.678820e-01,8.763000e-01,8.826000e+01
14673,3.410000e-06,4.743860e+00,7.616500e-01,8.727000e-01,8.826000e+01
14674,3.409000e-06,2.549440e+01,7.355330e-01,8.576000e-01,8.826000e+01
14675,3.408000e-06,1.137370e+01,3.187000e+00,1.785200e+00,8.826000e+01
14676,3.407000e-06,1.627070e+02,3.542600e+00,1.882200e+00,8.826000e+01
14677,3.406000e-06,5.157860e+01,2.384930e+00,1.544300e+00,8.826000e+01
14678,3.406000e-06,3.538550e+00,1.196120e+00,1.093700e+00,8.826000e+01
14679,3.405000e-06,2.907070e+01,1.884060e+00,1.372600e+00,8.826000e+01
14680,3.404000e-06,2.034900e+01,5.375340e-01,7.332000e-01,8.826000e+01
14681,3.403000e-06,2.475720e+02,4.790450e+00,2.188700e+00,8.826000e+01
14682,3.403000e-06,4.681940e+01,5.856430e-01,7.653000e-01,8.825000e+01
14683,3.402000e-06,3.681830e+01,1.918650e+00,1.385200e+00,8.825000e+01
14684,3.401000e-06,1.682480e+01,5.015170e-01,7.082000e-01,8.825000e+01
14685,3.400000e-06,2.696740e+02,5.408920e+00,2.325700e+00,8.825000e+01
14686,3.399000e-06,6.157570e+00,2.602890e+00,1.613300e+00,8.825000e+01
14687,3.399000e-06,3.374900e+01,6.665120e-01,8.164000e-01,8.825000e+01
14688,3.398000e-06,2.471820e+01,1.509390e+00,1.228600e+00,8.825000e+01
14689,3.397000e-06,1.721510e+01,8.883840e-01,9.425000e-01,8.825000e+01
14690,3.396000e-06,1.549530e+01,6.607040e-01,8.128000e-01,8.825000e+01
14691,3.395000e-06,2.182980e-01,1.391400e+00,1.179600e+00,8.825000e+01
14692,3.395000e-06,2.958510e+00,5.912410e-01,7.689000e-01,8.825000e+01
14693,3.394000e-06,1.674680e+01,6.386690e-01,7.992000e-01,8.825000e+01
14694,3.393000e-06,1.667440e+01,5.620790e-01,7.497000e-01,8.824000e+01
14695,3.392000e-06,1.774640e+01,6.208090e-01,7.879000e-01,8.824000e+01
14696,3.392000e-06,4.372740e+01,5.692500e-01,7.545000e-01,8.824000e+01
14697,3.391000e-06,1.057910e+02,3.849240e+00,1.961900e+00,8.824000e+01
14698,3.390000e-06,9.228140e-01,1.491310e+00,1.221200e+00,8.824000e+01
14699,3.389000e-06,5.985820e+00,6.503510e-01,8.064000e-01,8.824000e+01
14700,3.388000e-06,8.720230e+00,1.873660e+00,1.368800e+00,8.824000e+01
14701,3.388000e-06,5.358390e+00,6.119560e-01,7.823000e-01,8.824000e+01
14702,3.387000e-06,4.606490e+01,5.794200e-01,7.612000e-01,8.824000e+01
14703,3.386000e-06,1.772740e+01,3.803790e-01,6.167000e-01,8.824000e+01
14704,3.385000e-06,1.355750e+02,3.542510e+00,1.882200e+00,8.824000e+01
14705,3.385000e-06,1.831290e+02,3.987880e+00,1.997000e+00,8.824000e+01
14706,3.384000e-06,4.787290e+00,6.256230e-01,7.910000e-01,8.824000e+01
14707,3.383000e-06,1.093990e+01,5.716500e-01,7.561000e-01,8.823000e+01
14708,3.382000e-06,3.801000e+01,5.243860e-01,7.241000e-01,8.823000e+01
14709,3.381000e-06,2.185490e+01,1.608060e+00,1.268100e+00,8.823000e+01
14710,3.381000e-06,1.698800e+02,5.269760e+00,2.295600e+00,8.823000e+01
14711,3.380000e-06,2.441210e+01,6.795330e-01,8.243000e-01,8.823000e+01
14712,3.379000e-06,2.179900e+01,4.618890e-01,6.796000e-01,8.823000e+01
